x,v
0.448577,-0.894026
0.356931,-0.934301
0.261717,-0.965233
0.163885,-0.986514
0.0644139,-0.997928
-0.0357011,-0.999364
-0.135459,-0.990806
-0.233862,-0.97234
-0.329927,-0.944151
-0.422692,-0.90652
-0.511231,-0.859823
-0.594657,-0.804529
-0.672137,-0.741189
-0.742895,-0.670438
-0.806224,-0.592982
-0.861491,-0.509596
-0.908143,-0.421114
-0.945714,-0.328421
-0.973828,-0.232444
-0.992203,-0.134143
-1.00066,-0.0344998
-0.999103,0.0654881
-0.987559,0.164821
-0.966139,0.262506
-0.935057,0.357566
-0.894626,0.44905
-0.845247,0.536044
-0.787417,0.617677
-0.721712,0.693133
-0.64879,0.761658
-0.56938,0.822567
-0.484277,0.87525
-0.39433,0.91918
-0.300441,0.953919
-0.203547,0.979118
-0.104617,0.994526
-0.00464136,0.999989
0.0953808,0.995452
0.194449,0.980961
0.291573,0.95666
0.385781,0.922792
0.476131,0.879696
0.56172,0.827804
0.641692,0.767633
0.715247,0.699786
0.781649,0.624941
0.840235,0.543847
0.890419,0.457314
0.931698,0.366209
0.96366,0.271441
0.985986,0.173958
0.998452,0.0747364
1.00093,-0.0252328
0.993406,-0.12495
0.975944,-0.223417
0.948722,-0.319651
0.912013,-0.412687
0.866185,-0.501597
0.811694,-0.585491
0.749086,-0.66353
0.678988,-0.734934
0.6021,-0.798988
0.51919,-0.855053
0.431089,-0.902567
0.338677,-0.941055
0.242878,-0.970133
0.14465,-0.989509
0.0449762,-0.998991
-0.0551477,-0.998482
-0.15472,-0.987989
-0.252745,-0.967615
-0.348243,-0.937566
-0.440259,-0.898141
-0.527871,-0.849734
-0.610205,-0.79283
-0.686437,-0.727998
-0.755805,-0.655886
-0.817615,-0.577215
-0.871248,-0.492772
-0.916169,-0.403401
-0.951928,-0.309996
-0.978168,-0.213491
-0.994627,-0.114852
-1.00114,-0.0150634
-0.997639,0.0848755
-0.984164,0.183966
-0.960846,0.281216
-0.92792,0.375654
-0.885715,0.466336
-0.834653,0.552355
-0.775244,0.63285
-0.708083,0.707016
-0.633841,0.774112
-0.553261,0.833467
-0.467148,0.884488
-0.376363,0.926663
-0.281815,0.959572
-0.184449,0.982885
-0.0852381,0.99637
0.0148251,0.99989
0.11474,0.993412
0.213508,0.977
0.31014,0.950817
0.403671,0.915127
0.493165,0.870285
0.577728,0.81674
0.656513,0.755028
0.728734,0.685766
0.793667,0.609646
0.850663,0.527429
0.899152,0.439939
0.938651,0.348049
0.968762,0.252678
0.989186,0.15478
0.999718,0.0553353
1.00025,-0.0446633
0.990786,-0.144215
0.97141,-0.242325
0.942321,-0.338012
0.903808,-0.430318
0.856257,-0.518321
0.800144,-0.601141
0.736029,-0.67795
0.664554,-0.747979
0.586433,-0.810528
0.502448,-0.864972
0.413438,-0.910767
0.320295,-0.947453
0.223948,-0.974665
0.125362,-0.992131
0.0255216,-0.999675
-0.0745735,-0.997222
-0.173923,-0.984798
-0.271533,-0.962525
-0.366428,-0.930627
-0.457658,-0.889423
-0.544312,-0.839324
-0.625523,-0.780832
-0.700479,-0.714532
-0.76843,-0.641087
-0.828696,-0.56123
-0.880676,-0.475762
-0.923848,-0.385536
-0.957783,-0.291454
-0.982139,-0.194458
-0.996674,-0.0955172
-1.00124,0.00437862
-0.995799,0.104231
-0.980397,0.20304
-0.955191,0.29982
-0.920433,0.393601
-0.87647,0.483446
-0.823743,0.568457
-0.762779,0.647783
-0.694187,0.720631
-0.618653,0.786273
-0.536932,0.844052
-0.449842,0.893391
-0.358254,0.933796
-0.263083,0.964863
-0.165281,0.986281
-0.0658269,0.997836
0.0342859,0.999414
0.134056,0.990996
0.232485,0.972669
0.32859,0.944616
0.421408,0.907116
0.510013,0.860545
0.593517,0.805368
0.671087,0.742138
0.741945,0.671486
0.805384,0.59412
0.860769,0.510812
0.907546,0.422397
0.945248,0.329757
0.973498,0.23382
0.992012,0.135544
1.00061,0.0359132
0.999195,-0.0640769
0.987791,-0.163426
0.96651,-0.261141
0.935563,-0.356245
0.895261,-0.447786
0.846006,-0.534849
0.788291,-0.616564
0.722693,-0.692113
0.649868,-0.760741
0.570545,-0.821762
0.485516,-0.874565
0.395632,-0.918622
0.301791,-0.953493
0.204933,-0.97883
0.106025,-0.994378
0.00605735,-0.999982
-0.0939711,-0.995586
-0.19306,-0.981234
-0.290218,-0.957071
-0.384474,-0.923336
-0.474885,-0.880368
-0.560548,-0.828596
-0.640604,-0.768539
-0.714255,-0.700796
-0.780764,-0.626045
-0.839464,-0.545033
-0.88977,-0.458572
-0.931179,-0.367524
-0.963275,-0.272802
-0.985739,-0.175351
-0.998345,-0.0761466
-1.00097,0.023819
-0.993582,0.123547
-0.976259,0.222039
-0.949174,0.31831
-0.912597,0.411399
-0.866894,0.500373
-0.812522,0.584344
-0.750025,0.662471
-0.680028,0.733974
-0.60323,0.798137
-0.520401,0.854319
-0.432367,0.901957
-0.340009,0.940576
-0.244252,0.969789
-0.146051,0.989304
-0.0463908,0.998926
0.0537338,0.998559
0.153321,0.988206
0.251375,0.967971
0.346915,0.938057
0.438986,0.898762
0.526668,0.850479
0.609082,0.793692
0.685406,0.728967
0.754876,0.656953
0.816797,0.578369
0.87055,0.494002
0.915597,0.404695
0.951489,0.311341
0.977865,0.214873
0.994463,0.116256
1.00112,0.0164775
0.997759,-0.0834662
0.984423,-0.182575
0.961244,-0.279859
0.928451,-0.374343
0.886375,-0.465085
0.835434,-0.551175
0.77614,-0.631754
0.709084,-0.706015
0.634937,-0.773216
0.55444,-0.832685
0.4684,-0.883827
0.377675,-0.926131
0.283174,-0.959173
0.18584,-0.982624
0.0866489,-0.996248
-0.0134092,-0.99991
-0.113333,-0.993573
-0.212124,-0.9773
-0.308793,-0.951254
-0.402375,-0.915696
-0.491932,-0.870981
-0.576571,-0.817556
-0.655444,-0.755955
-0.727762,-0.686795
-0.792803,-0.610766
-0.849915,-0.52863
-0.898529,-0.441208
-0.938157,-0.349374
-0.968403,-0.254046
-0.988966,-0.156178
-0.999639,-0.0567473
-1.00032,0.0432504
-0.990989,0.142816
-0.971752,0.240953
-0.942798,0.33668
-0.904416,0.429041
-0.85699,0.517111
-0.800994,0.60001
-0.736988,0.67691
-0.665612,0.74704
-0.58758,0.809699
-0.503672,0.864262
-0.414728,0.910182
-0.321636,0.947
-0.225328,0.974348
-0.126766,0.991953
-0.0269371,0.999638
0.0731614,0.997327
0.172528,0.985042
0.27017,0.962907
0.36511,0.931143
0.456399,0.890068
0.543123,0.840092
0.624417,0.781715
0.699466,0.715521
0.767521,0.642171
0.827901,0.5624
0.880001,0.477005
0.923302,0.38684
0.957369,0.292807
0.981863,0.195845
0.996538,0.0969249
1.00125,-0.0029644
0.995945,-0.102824
0.980683,-0.201655
0.955614,-0.29847
0.920989,-0.392301
0.877154,-0.482208
0.824548,-0.567293
0.763696,-0.646705
0.695207,-0.71965
0.619766,-0.785399
0.538127,-0.843293
0.451107,-0.892755
0.359576,-0.933289
0.264449,-0.96449
0.166678,-0.986047
0.0672397,-0.997743
-0.0328707,-0.999461
-0.132652,-0.991185
-0.231108,-0.972997
-0.327252,-0.945079
-0.420123,-0.90771
-0.508794,-0.861264
-0.592376,-0.806206
-0.670035,-0.743085
-0.740993,-0.672534
-0.804542,-0.595257
-0.860045,-0.512028
-0.906947,-0.423678
-0.94478,-0.331092
-0.973166,-0.235194
-0.991819,-0.136945
-1.00055,-0.0373265
-0.999284,0.0626655
-0.988022,0.162031
-0.966878,0.259776
-0.936066,0.354923
-0.895894,0.446521
-0.846762,0.533654
-0.789163,0.61545
-0.723672,0.691092
-0.650945,0.759823
-0.571708,0.820955
-0.486754,0.873878
-0.396932,0.918063
-0.303141,0.953066
-0.206319,0.978539
-0.107433,0.994227
-0.00747332,0.999972
0.0925613,0.995718
0.19167,0.981506
0.288862,0.95748
0.383166,0.923878
0.473638,0.881038
0.559374,0.829387
0.639516,0.769443
0.713262,0.701804
0.779876,0.627147
0.838692,0.546219
0.88912,0.459828
0.930657,0.368839
0.962888,0.274162
0.98549,0.176743
0.998237,0.0775567
1.001,-0.0224052
0.993755,-0.122143
0.976572,-0.220659
0.949624,-0.316969
0.913179,-0.410109
0.867602,-0.499148
0.813349,-0.583196
0.750963,-0.661411
0.681067,-0.733013
0.60436,-0.797284
0.52161,-0.853583
0.433643,-0.901345
0.341341,-0.940095
0.245625,-0.969443
0.147452,-0.989097
0.0478052,-0.99886
-0.0523198,-0.998634
-0.151922,-0.988422
-0.250004,-0.968325
-0.345587,-0.938546
-0.437713,-0.899381
-0.525463,-0.851222
-0.607958,-0.794551
-0.684373,-0.729935
-0.753945,-0.658019
-0.815977,-0.579523
-0.869849,-0.495231
-0.915023,-0.405988
-0.951047,-0.312684
-0.97756,-0.216254
-0.994297,-0.117661
-1.00109,-0.0178915
-0.997876,0.0820569
-0.984681,0.181185
-0.961639,0.278501
-0.928981,0.373032
-0.887033,0.463832
-0.836214,0.549995
-0.777034,0.630657
-0.710083,0.705013
-0.636031,0.772319
-0.555619,0.831901
-0.469651,0.883165
-0.378986,0.925596
-0.284532,0.958772
-0.187232,0.98236
-0.0880595,0.996125
0.0119933,0.999928
0.111926,0.993732
0.21074,0.977599
0.307446,0.95169
0.401078,0.916264
0.490699,0.871675
0.575413,0.818369
0.654373,0.75688
0.726789,0.687822
0.791937,0.611886
0.849166,0.52983
0.897903,0.442477
0.937661,0.350699
0.968043,0.255414
0.988744,0.157574
0.999558,0.0581592
1.00038,-0.0418375
0.99119,-0.141416
0.972093,-0.23958
0.943274,-0.335348
0.905023,-0.427763
0.857721,-0.5159
0.801843,-0.598879
0.737946,-0.675868
0.666669,-0.746099
0.588726,-0.808868
0.504896,-0.86355
0.416016,-0.909595
0.322977,-0.946545
0.226707,-0.974029
0.128171,-0.991773
0.0283526,-0.999599
-0.0717491,-0.997429
-0.171133,-0.985285
-0.268806,-0.963288
-0.363791,-0.931658
-0.455138,-0.890712
-0.541933,-0.840858
-0.623309,-0.782596
-0.698452,-0.716508
-0.766611,-0.643255
-0.827103,-0.563569
-0.879325,-0.478248
-0.922753,-0.388144
-0.956954,-0.294159
-0.981585,-0.197232
-0.9964,-0.0983324
-1.00125,0.00155017
-0.99609,0.101417
-0.980968,0.20027
-0.956036,0.29712
-0.921544,0.390999
-0.877836,0.480968
-0.82535,0.566128
-0.76461,0.645626
-0.696225,0.718667
-0.620877,0.784522
-0.53932,0.842532
-0.452371,0.892117
-0.360897,0.93278
-0.265815,0.964116
-0.168074,0.98581
-0.0686525,0.997647
0.0314554,0.999506
0.131249,0.991371
0.22973,0.973322
0.325913,0.94554
0.418838,0.908303
0.507574,0.861982
0.591234,0.807042
0.668982,0.744031
0.74004,0.67358
0.803698,0.596393
0.859319,0.513242
0.906346,0.424959
0.944311,0.332426
0.972832,0.236569
0.991624,0.138346
1.0005,0.0387397
0.999372,-0.061254
0.98825,-0.160635
0.967245,-0.25841
0.936568,-0.353601
0.896525,-0.445255
0.847517,-0.532457
0.790034,-0.614335
0.72465,-0.690069
0.65202,-0.758902
0.572869,-0.820147
0.48799,-0.87319
0.398232,-0.917501
0.30449,-0.952637
0.207704,-0.978247
0.108841,-0.994074
0.00888927,-0.999961
-0.0911512,-0.995847
-0.19028,-0.981776
-0.287506,-0.957887
-0.381858,-0.924418
-0.47239,-0.881706
-0.558199,-0.830177
-0.638425,-0.770345
-0.712268,-0.702811
-0.778988,-0.628248
-0.837917,-0.547403
-0.888468,-0.461083
-0.930134,-0.370153
-0.962499,-0.275522
-0.985238,-0.178135
-0.998126,-0.0789666
-1.00103,0.0209913
-0.993927,0.120739
-0.976884,0.21928
-0.950071,0.315628
-0.913758,0.408819
-0.868308,0.497922
-0.814174,0.582046
-0.751898,0.66035
-0.682104,0.73205
-0.605488,0.79643
-0.522818,0.852845
-0.434919,0.900732
-0.342672,0.939612
-0.246997,0.969095
-0.148853,0.988887
-0.0492195,0.998791
0.0509057,0.998707
0.150522,0.988635
0.248633,0.968678
0.344257,0.939033
0.436439,0.899998
0.524257,0.851963
0.606832,0.795409
0.683339,0.7309
0.753012,0.659083
0.815155,0.580675
0.869147,0.496459
0.914447,0.40728
0.950603,0.314027
0.977253,0.217634
0.99413,0.119065
1.00107,0.0193055
0.997991,-0.0806473
0.984936,-0.179794
0.962032,-0.277142
0.929508,-0.371719
0.887688,-0.462579
0.836992,-0.548813
0.777926,-0.629559
0.71108,-0.704009
0.637124,-0.771419
0.556796,-0.831115
0.470901,-0.8825
0.380296,-0.92506
0.285889,-0.958369
0.188622,-0.982095
0.0894699,-0.996
-0.0105774,-0.999944
-0.110519,-0.993889
-0.209355,-0.977896
-0.306098,-0.952123
-0.39978,-0.916829
-0.489464,-0.872367
-0.574253,-0.819181
-0.6533,-0.757803
-0.725814,-0.688848
-0.79107,-0.613003
-0.848415,-0.531029
-0.897276,-0.443745
-0.937164,-0.352023
-0.96768,-0.256781
-0.98852,-0.158971
-0.999474,-0.059571
-1.00043,0.0404245
-0.991389,0.140016
-0.972431,0.238207
-0.943748,0.334016
-0.905628,0.426484
-0.858451,0.514688
-0.80269,0.597745
-0.738902,0.674825
-0.667725,0.745156
-0.589871,0.808036
-0.506118,0.862836
-0.417304,0.909007
-0.324317,0.946088
-0.228086,0.973708
-0.129575,0.991591
-0.029768,0.999558
0.0703366,0.99753
0.169738,0.985526
0.267442,0.963667
0.362471,0.932171
0.453876,0.891354
0.540742,0.841623
0.622201,0.783476
0.697437,0.717494
0.765699,0.644337
0.826305,0.564737
0.878647,0.479489
0.922202,0.389447
0.956536,0.29551
0.981304,0.198618
0.99626,0.0997397
1.00125,-0.000135941
0.996232,-0.10001
0.98125,-0.198884
0.956456,-0.29577
0.922096,-0.389697
0.878516,-0.479728
0.826151,-0.564961
0.765524,-0.644545
0.697242,-0.717683
0.621987,-0.783645
0.540513,-0.84177
0.453633,-0.891477
0.362217,-0.93227
0.267179,-0.963739
0.16947,-0.985572
0.0700651,-0.997549
-0.0300401,-0.99955
-0.129845,-0.991556
-0.228351,-0.973646
-0.324574,-0.946
-0.417551,-0.908893
-0.506353,-0.862698
-0.590091,-0.807876
-0.667928,-0.744975
-0.739086,-0.674624
-0.802853,-0.597527
-0.858591,-0.514455
-0.905744,-0.426238
-0.943839,-0.333759
-0.972496,-0.237943
-0.991427,-0.139746
-1.00044,-0.0401528
-0.999458,0.0598423
-0.988476,0.159239
-0.96761,0.257043
-0.937068,0.352277
-0.897155,0.443988
-0.84827,0.53126
-0.790903,0.613218
-0.725626,0.689045
-0.653094,0.757981
-0.57403,0.819337
-0.489226,0.8725
-0.39953,0.916938
-0.305839,0.952206
-0.209089,0.977952
-0.110248,0.993919
-0.0103052,0.999947
0.089741,0.995975
0.18889,0.982044
0.28615,0.958292
0.380548,0.924957
0.471141,0.882372
0.557023,0.830964
0.637334,0.771246
0.711272,0.703816
0.778097,0.629348
0.837141,0.548586
0.887814,0.462338
0.929609,0.371467
0.962108,0.276881
0.984985,0.179526
0.998013,0.0803763
1.00106,-0.0195773
0.994097,-0.119335
0.977193,-0.2179
0.950517,-0.314285
0.914336,-0.407528
0.869012,-0.496695
0.814997,-0.580896
0.752833,-0.659287
0.68314,-0.731086
0.606615,-0.795574
0.524025,-0.852106
0.436194,-0.900117
0.344002,-0.939127
0.248369,-0.968745
0.150253,-0.988676
0.0506338,-0.99872
-0.0494914,-0.998778
-0.149122,-0.988847
-0.247261,-0.969028
-0.342927,-0.939518
-0.435165,-0.900614
-0.52305,-0.852703
-0.605705,-0.796265
-0.682303,-0.731865
-0.752078,-0.660146
-0.814332,-0.581825
-0.868443,-0.497687
-0.91387,-0.408571
-0.950157,-0.31537
-0.976944,-0.219015
-0.99396,-0.120469
-1.00104,-0.0207195
-0.998104,0.0792376
-0.98519,0.178402
-0.962424,0.275783
-0.930033,0.370406
-0.888343,0.461325
-0.837768,0.54763
-0.778816,0.628459
-0.712076,0.703004
-0.638216,0.770519
-0.557973,0.830328
-0.47215,0.881834
-0.381606,0.924522
-0.287246,0.957965
-0.190013,0.981828
-0.0908801,0.995872
0.00916148,0.999958
0.109111,0.994044
0.20797,0.97819
0.30475,0.952554
0.398481,0.917393
0.488228,0.873057
0.573093,0.819991
0.652226,0.758725
0.724838,0.689872
0.790201,0.61412
0.847662,0.532227
0.896646,0.445012
0.936664,0.353346
0.967315,0.258147
0.988294,0.160367
0.999389,0.0609826
1.00049,-0.0390113
0.991587,-0.138615
0.972767,-0.236833
0.94422,-0.332682
0.906231,-0.425205
0.859179,-0.513475
0.803536,-0.596611
0.739857,-0.673781
0.66878,-0.744212
0.591014,-0.807202
0.507339,-0.86212
0.41859,-0.908416
0.325656,-0.945629
0.229465,-0.973385
0.130979,-0.991407
0.0311833,-0.999515
-0.0689241,-0.997628
-0.168342,-0.985765
-0.266077,-0.964044
-0.361151,-0.932682
-0.452613,-0.891994
-0.53955,-0.842386
-0.621091,-0.784354
-0.69642,-0.718478
-0.764786,-0.645418
-0.825504,-0.565903
-0.877967,-0.48073
-0.92165,-0.390749
-0.956117,-0.296861
-0.981022,-0.200004
-0.996117,-0.101147
-1.00125,-0.00127829
-0.996373,0.0986029
-0.981531,0.197498
-0.956873,0.294418
-0.922647,0.388394
-0.879195,0.478486
-0.82695,0.563794
-0.766436,0.643463
-0.698257,0.716698
-0.623096,0.782765
-0.541704,0.841005
-0.454895,0.890835
-0.363537,0.931757
-0.268544,0.963361
-0.170865,0.985331
-0.0714775,0.997449
0.0286247,0.999591
0.128441,0.991738
0.226972,0.973967
0.323234,0.946457
0.416264,0.909482
0.505131,0.863412
0.588946,0.808709
0.666872,0.745918
0.73813,0.675668
0.802006,0.598661
0.857862,0.515667
0.905139,0.427517
0.943365,0.335092
0.972158,0.239316
0.991229,0.141147
1.00039,0.0415658
0.999542,-0.0584306
0.988701,-0.157843
0.967973,-0.255676
0.937566,-0.350953
0.897782,-0.442721
0.849021,-0.530061
0.79177,-0.612101
0.726601,-0.688019
0.654166,-0.757058
0.57519,-0.818525
0.490461,-0.871808
0.400828,-0.916372
0.307187,-0.951773
0.210474,-0.977656
0.111656,-0.993763
0.0117211,-0.999931
-0.0883306,-0.996101
-0.187499,-0.98231
-0.284793,-0.958695
-0.379238,-0.925493
-0.469891,-0.883037
-0.555845,-0.83175
-0.636241,-0.772146
-0.710275,-0.70482
-0.777205,-0.630446
-0.836364,-0.549768
-0.887159,-0.463591
-0.929082,-0.372779
-0.961715,-0.27824
-0.98473,-0.180917
-0.997898,-0.0817859
-1.00109,0.0181634
-0.994265,0.117931
-0.977501,0.216519
-0.950962,0.312942
-0.914912,0.406236
-0.869714,0.495467
-0.815819,0.579744
-0.753765,0.658223
-0.684174,0.73012
-0.607741,0.794716
-0.525231,0.851365
-0.437468,0.8995
-0.345331,0.93864
-0.249741,0.968393
-0.151652,0.988463
-0.0520479,0.998648
0.0480771,0.998847
0.147721,0.989057
0.245888,0.969376
0.341597,0.940002
0.433889,0.901228
0.521842,0.853441
0.604577,0.79712
0.681266,0.732828
0.751143,0.661207
0.813508,0.582975
0.867738,0.498913
0.91329,0.409861
0.94971,0.316711
0.976632,0.220394
0.993789,0.121873
1.00101,0.0221334
0.998215,-0.0778278
0.985442,-0.177011
0.962813,-0.274423
0.930557,-0.369092
0.888995,-0.460069
0.838543,-0.546446
0.779706,-0.627359
0.713071,-0.701998
0.639306,-0.769616
0.559148,-0.829539
0.473398,-0.881166
0.382915,-0.923982
0.288602,-0.957558
0.191403,-0.981558
0.0922902,-0.995743
-0.00774553,-0.99997
-0.107704,-0.994198
-0.206585,-0.978483
-0.3034,-0.952984
-0.397182,-0.917955
-0.486991,-0.873746
-0.571931,-0.8208
-0.651151,-0.759646
-0.72386,-0.690895
-0.78933,-0.615236
-0.846907,-0.533424
-0.896015,-0.446278
-0.936163,-0.354669
-0.966949,-0.259513
-0.988066,-0.161763
-0.999301,-0.0623941
-1.00054,0.0375981
-0.991782,0.137214
-0.973102,0.235459
-0.94469,0.331348
-0.906832,0.423924
-0.859905,0.512261
-0.80438,0.595475
-0.74081,0.672735
-0.669833,0.743267
-0.592157,0.806367
-0.508559,0.861402
-0.419876,0.907824
-0.326995,0.945168
-0.230843,0.97306
-0.132383,0.991221
-0.0325986,0.99947
0.0675113,0.997724
0.166946,0.986001
0.264712,0.964418
0.35983,0.933191
0.45135,0.892632
0.538356,0.843147
0.619979,0.78523
0.695402,0.719461
0.763872,0.646497
0.824702,0.567069
0.877285,0.481969
0.921096,0.39205
0.955695,0.298211
0.980738,0.201389
0.995973,0.102554
1.00125,0.00269252
0.996512,-0.0971955
0.98181,-0.196112
0.957289,-0.293067
0.923196,-0.387091
0.879871,-0.477244
0.827747,-0.562625
0.767346,-0.64238
0.699272,-0.715711
0.624204,-0.781884
0.542895,-0.840239
0.456156,-0.890192
0.364856,-0.931243
0.269908,-0.962981
0.17226,-0.985089
0.0728899,-0.997347
-0.0272093,-0.999631
-0.127036,-0.991918
-0.225593,-0.974287
-0.321894,-0.946913
-0.414975,-0.910069
-0.503908,-0.864125
-0.5878,-0.80954
-0.665815,-0.746859
-0.737172,-0.676709
-0.801157,-0.599793
-0.857131,-0.516879
-0.904533,-0.428795
-0.94289,-0.336424
-0.971818,-0.240689
-0.991028,-0.142547
-1.00033,-0.0429788
-0.999623,0.0570187
-0.988923,0.156446
-0.968334,0.254309
-0.938062,0.349629
-0.898408,0.441452
-0.849771,0.528861
-0.792636,0.610982
-0.727575,0.686992
-0.655238,0.756133
-0.576348,0.817712
-0.491695,0.871114
-0.402125,0.915805
-0.308534,0.951338
-0.211858,0.977358
-0.113063,0.993604
-0.013137,0.999914
0.0869201,0.996225
0.186108,0.982573
0.283435,0.959096
0.377927,0.926028
0.46864,0.8837
0.554667,0.832534
0.635147,0.773044
0.709276,0.705823
0.776312,0.631543
0.835584,0.550948
0.886501,0.464844
0.928553,0.374091
0.96132,0.279598
0.984473,0.182308
0.997781,0.0831953
1.00111,-0.0167493
0.994431,-0.116527
0.977807,-0.215138
0.951404,-0.311599
0.915487,-0.404943
0.870415,-0.494239
0.816639,-0.578591
0.754697,-0.657158
0.685207,-0.729153
0.608866,-0.793857
0.526436,-0.850622
0.438742,-0.898881
0.34666,-0.938151
0.251112,-0.96804
0.153052,-0.988248
0.053462,-0.998573
-0.0466627,-0.998913
-0.146321,-0.989264
-0.244516,-0.969722
-0.340265,-0.940483
-0.432612,-0.90184
-0.520633,-0.854177
-0.603448,-0.797973
-0.680228,-0.733789
-0.750206,-0.662268
-0.812681,-0.584123
-0.86703,-0.500138
-0.912709,-0.411151
-0.94926,-0.318052
-0.976319,-0.221773
-0.993615,-0.123277
-1.00097,-0.0235472
-0.998325,0.0764177
-0.985691,0.175619
-0.963201,0.273063
-0.931079,0.367777
-0.889645,0.458813
-0.839316,0.545261
-0.780593,0.626257
-0.714065,0.70099
-0.640395,0.768713
-0.560322,0.828749
-0.474646,0.880497
-0.384223,0.92344
-0.289957,0.957149
-0.192793,0.981287
-0.0937001,0.995611
0.00632956,0.99998
0.106296,0.994349
0.205199,0.978774
0.302051,0.953411
0.395882,0.918515
0.485754,0.874433
0.570768,0.821607
0.650075,0.760565
0.722881,0.691917
0.788458,0.61635
0.846151,0.53462
0.895382,0.447543
0.93566,0.355991
0.966581,0.260879
0.987836,0.163158
0.999212,0.0638056
1.0006,-0.0361849
0.991975,-0.135813
0.973434,-0.234084
0.945158,-0.330014
0.907431,-0.422643
0.86063,-0.511046
0.805222,-0.594339
0.741762,-0.671688
0.670884,-0.74232
0.593298,-0.805529
0.509779,-0.860683
0.421161,-0.90723
0.328333,-0.944705
0.23222,-0.972732
0.133786,-0.991033
0.0340138,-0.999423
-0.0660985,-0.997819
-0.16555,-0.986236
-0.263346,-0.964791
-0.358508,-0.933699
-0.450085,-0.893269
-0.537162,-0.843907
-0.618867,-0.786105
-0.694383,-0.720443
-0.762955,-0.647576
-0.823898,-0.568233
-0.876602,-0.483208
-0.92054,-0.393351
-0.955272,-0.29956
-0.980452,-0.202774
-0.995827,-0.10396
-1.00124,-0.00410674
-0.996648,0.0957879
-0.982086,0.194725
-0.957703,0.291714
-0.923744,0.385786
-0.880546,0.476001
-0.828543,0.561455
-0.768255,0.641295
-0.700284,0.714722
-0.625311,0.781002
-0.544084,0.839472
-0.457416,0.889547
-0.366175,0.930726
-0.271271,0.962599
-0.173655,0.984845
-0.074302,0.997243
0.0257938,0.999668
0.125632,0.992097
0.224213,0.974605
0.320553,0.947366
0.413686,0.910654
0.502683,0.864836
0.586654,0.810369
0.664757,0.747799
0.736213,0.67775
0.800307,0.600924
0.856398,0.518089
0.903925,0.430073
0.942413,0.337756
0.971476,0.242061
0.990825,0.143946
1.00027,0.0443917
0.999703,-0.0556067
0.989144,-0.155049
0.968693,-0.252941
0.938556,-0.348303
0.899033,-0.440183
0.850519,-0.52766
0.793501,-0.609861
0.728547,-0.685964
0.656308,-0.755207
0.577506,-0.816897
0.492928,-0.870419
0.403422,-0.915236
0.309881,-0.950902
0.213242,-0.977058
0.11447,-0.993443
0.0145529,-0.999894
-0.0855093,-0.996347
-0.184716,-0.982835
-0.282076,-0.959496
-0.376616,-0.926561
-0.467389,-0.884361
-0.553488,-0.833317
-0.634052,-0.77394
-0.708276,-0.706824
-0.775417,-0.632639
-0.834804,-0.552128
-0.885842,-0.466096
-0.928023,-0.375402
-0.960923,-0.280955
-0.984214,-0.183698
-0.997662,-0.0846046
-1.00113,0.0153353
-0.994595,0.115122
-0.97811,0.213757
-0.951844,0.310255
-0.916059,0.40365
-0.871114,0.493009
-0.817458,0.577437
-0.755627,0.656091
-0.686239,0.728185
-0.60999,0.792996
-0.52764,0.849878
-0.440014,0.89826
-0.347988,0.93766
-0.252482,0.967684
-0.154451,0.988031
-0.0548759,0.998497
0.0452482,0.998978
0.14492,0.98947
0.243142,0.970067
0.338933,0.940963
0.431335,0.90245
0.519423,0.854912
0.602317,0.798825
0.679188,0.73475
0.749267,0.663327
0.811853,0.585271
0.866321,0.501362
0.912126,0.41244
0.948809,0.319393
0.976004,0.223152
0.99344,0.12468
1.00094,0.024961
0.998432,-0.0750076
0.985939,-0.174226
0.963587,-0.271702
0.931598,-0.366462
0.890294,-0.457556
0.840087,-0.544075
0.781479,-0.625154
0.715056,-0.69998
0.641483,-0.767807
0.561495,-0.827956
0.475892,-0.879826
0.38553,-0.922897
0.291312,-0.956739
0.194182,-0.981014
0.0951098,-0.995478
-0.00491358,-0.999988
-0.104888,-0.994498
-0.203813,-0.979063
-0.3007,-0.953837
-0.394581,-0.919073
-0.484515,-0.875118
-0.569604,-0.822412
-0.648997,-0.761482
-0.721901,-0.692937
-0.787585,-0.617463
-0.845393,-0.535814
-0.894748,-0.448807
-0.935155,-0.357312
-0.96621,-0.262244
-0.987604,-0.164553
-0.999121,-0.0652168
-1.00065,0.0347715
-0.992166,0.134412
-0.973764,0.232709
-0.945625,0.328678
-0.908029,0.421361
-0.861353,0.50983
-0.806063,0.593201
-0.742712,0.670639
-0.671935,0.741372
-0.594438,0.80469
-0.510997,0.859962
-0.422446,0.906634
-0.32967,0.94424
-0.233598,0.972404
-0.135189,0.990843
-0.035429,0.999374
0.0646855,0.997911
0.164153,0.986469
0.261979,0.965162
0.357186,0.934204
0.44882,0.893904
0.535966,0.844665
0.617753,0.786979
0.693362,0.721423
0.762038,0.648653
0.823093,0.569396
0.875917,0.484446
0.919982,0.394651
0.954847,0.300909
0.980164,0.204159
0.995679,0.105367
1.00124,0.00552095
0.996783,-0.09438
0.982361,-0.193337
0.958116,-0.290361
0.924289,-0.384481
0.881219,-0.474757
0.829338,-0.560285
0.769162,-0.64021
0.701296,-0.713732
0.626416,-0.780118
0.545272,-0.838702
0.458675,-0.8889
0.367492,-0.930208
0.272634,-0.962214
