x,v
-0.215671,0.976526
-0.11694,0.993156
-0.0170397,0.999855
0.0830311,0.996556
0.182271,0.98329
0.279689,0.960192
0.37431,0.927492
0.465188,0.885518
0.551413,0.834688
0.632125,0.775511
0.706516,0.708579
0.773841,0.634561
0.833428,0.554197
0.88468,0.468292
0.927086,0.377704
0.960221,0.283338
0.983754,0.18614
0.997449,0.0870794
1.00117,-0.0128516
0.994879,-0.112654
0.978639,-0.21133
0.952613,-0.307892
0.91706,-0.401376
0.872337,-0.490846
0.818891,-0.575407
0.757256,-0.654215
0.688048,-0.72648
0.61196,-0.79148
0.529752,-0.848566
0.442247,-0.897166
0.350319,-0.936794
0.254888,-0.967055
0.156908,-0.987644
0.0573591,-0.998358
-0.0427635,-0.999088
-0.142458,-0.989826
-0.240729,-0.970667
-0.336592,-0.941801
-0.429089,-0.903517
-0.517295,-0.856198
-0.600329,-0.800317
-0.677359,-0.736432
-0.747615,-0.665184
-0.810395,-0.587283
-0.865072,-0.50351
-0.911097,-0.414701
-0.948012,-0.321746
-0.975446,-0.225573
-0.993126,-0.127144
-1.00088,-0.0274442
-0.998615,0.0725304
-0.986369,0.17178
-0.964259,0.269311
-0.932507,0.364149
-0.891429,0.455346
-0.841438,0.541989
-0.783032,0.623213
-0.716795,0.698204
-0.643391,0.766214
-0.563552,0.826561
-0.478079,0.878642
-0.387824,0.921937
-0.293691,0.956013
-0.196621,0.980529
-0.0975853,0.995239
0.00242651,0.999997
0.102414,0.994755
0.201378,0.979565
0.298327,0.95458
0.392294,0.920049
0.482337,0.876318
0.567557,0.823823
0.647102,0.76309
0.720175,0.694726
0.786047,0.619415
0.844058,0.53791
0.893629,0.451025
0.934263,0.359631
0.965555,0.26464
0.987191,0.167003
0.998956,0.0676953
1.00073,-0.032289
0.992498,-0.13195
0.97434,-0.230292
0.946439,-0.326331
0.909074,-0.419107
0.862618,-0.507691
0.807536,-0.591199
0.744378,-0.668795
0.673777,-0.739703
0.596438,-0.803213
0.513134,-0.858692
0.424699,-0.905584
0.332017,-0.943419
0.236015,-0.971821
0.137653,-0.990504
0.0379144,-0.999283
-0.0622034,-0.998068
-0.161699,-0.986873
-0.259578,-0.965809
-0.354861,-0.935087
-0.446596,-0.895015
-0.533864,-0.845992
-0.615794,-0.788509
-0.691566,-0.723141
-0.760422,-0.650541
-0.821674,-0.571437
-0.874709,-0.486617
-0.918997,-0.396932
-0.954096,-0.303277
-0.979653,-0.20659
-0.995414,-0.107837
-1.00122,-0.00800488
-0.997015,0.0919069
-0.982839,0.1909
-0.958835,0.287983
-0.925242,0.382187
-0.882397,0.472569
-0.830728,0.558225
-0.770752,0.638299
-0.703069,0.71199
-0.628354,0.778562
-0.547356,0.837347
-0.460885,0.887759
-0.369804,0.929294
-0.275026,0.961535
-0.177497,0.984161
-0.0781938,0.996946
0.0218918,0.999761
0.121758,0.992578
0.220407,0.97547
0.316852,0.948607
0.410129,0.912258
0.499304,0.866786
0.583486,0.812647
0.661833,0.750381
0.733562,0.680611
0.797956,0.604035
0.854369,0.521419
0.902239,0.433589
0.941087,0.341422
0.970524,0.245842
0.990255,0.147803
1.00008,0.0482857
0.999913,-0.0517141
0.989742,-0.151197
0.969673,-0.249168
0.939908,-0.344647
0.900744,-0.436679
0.852572,-0.524345
0.795875,-0.606767
0.731219,-0.683122
0.65925,-0.752646
0.58069,-0.814643
0.496322,-0.868493
0.406991,-0.913659
0.31359,-0.949688
0.217053,-0.97622
0.118346,-0.99299
0.0184554,-0.99983
-0.0816198,-0.996672
-0.180879,-0.983547
-0.278329,-0.960587
-0.372996,-0.92802
-0.463933,-0.886174
-0.550231,-0.835466
-0.631026,-0.776403
-0.705512,-0.709576
-0.772942,-0.635653
-0.832642,-0.555374
-0.884016,-0.469541
-0.92655,-0.379013
-0.959819,-0.284694
-0.983489,-0.187529
-0.997325,-0.0884881
-1.00119,0.0114374
-0.995037,0.111249
-0.978937,0.209947
-0.953048,0.306547
-0.917628,0.40008
-0.873032,0.489613
-0.819705,0.57425
-0.758182,0.653145
-0.689076,0.725507
-0.61308,0.790615
-0.530953,0.847817
-0.443517,0.89654
-0.351645,0.936298
-0.256257,0.966694
-0.158306,0.987422
-0.0587727,0.998276
0.0413488,0.999147
0.141057,0.990027
0.239354,0.971006
0.335258,0.942276
0.427809,0.904122
0.516082,0.856928
0.599195,0.801164
0.676315,0.737388
0.746672,0.666239
0.809563,0.588427
0.864358,0.504731
0.910509,0.415988
0.947555,0.323085
0.975126,0.22695
0.992945,0.128547
1.00084,0.0288578
0.998717,-0.0711198
0.986611,-0.170386
0.96464,-0.267949
0.933022,-0.362832
0.892073,-0.454087
0.842204,-0.5408
0.783913,-0.622106
0.717783,-0.697191
0.644475,-0.765304
0.564722,-0.825764
0.479322,-0.877966
0.389129,-0.921389
0.295045,-0.955597
0.19801,-0.98025
0.0989945,-0.9951
-0.00101051,-0.999999
-0.101005,-0.994899
-0.19999,-0.979849
-0.296975,-0.955001
-0.39099,-0.920602
-0.481096,-0.876998
-0.56639,-0.824624
-0.64602,-0.764003
-0.719191,-0.695743
-0.785169,-0.620525
-0.843296,-0.539101
-0.892989,-0.452287
-0.933753,-0.36095
-0.965179,-0.266004
-0.986954,-0.168397
-0.998859,-0.0691063
-1.00077,0.0308754
-0.992684,0.130548
-0.974665,0.228916
-0.9469,0.324994
-0.909667,0.417822
-0.863336,0.506473
-0.808372,0.590058
-0.745324,0.667743
-0.674823,0.73875
-0.597574,0.80237
-0.514349,0.857966
-0.425981,0.904983
-0.333353,0.942949
-0.237391,0.971487
-0.139056,0.990309
-0.0393294,0.999228
0.0607901,0.998155
0.160302,0.987101
0.25821,0.966175
0.353537,0.935588
0.445328,0.895644
0.532666,0.846745
0.614677,0.789378
0.690541,0.724117
0.7595,0.651615
0.820864,0.572597
0.874019,0.487852
0.918435,0.39823
0.953665,0.304625
0.979359,0.207973
0.99526,0.109242
1.00121,0.00941905
0.997144,-0.0904985
0.983108,-0.189511
0.959242,-0.286629
0.925783,-0.38088
0.883066,-0.471322
0.831518,-0.557051
0.771655,-0.63721
0.704076,-0.710997
0.629456,-0.777673
0.548541,-0.836573
0.462141,-0.887107
0.37112,-0.92877
0.276387,-0.961146
0.178891,-0.98391
0.0796054,-0.996834
-0.0204761,-0.999791
-0.120353,-0.992749
-0.219026,-0.97578
-0.315509,-0.949054
-0.408837,-0.912836
-0.498076,-0.867491
-0.582335,-0.81347
-0.66077,-0.751315
-0.732598,-0.681647
-0.7971,-0.605162
-0.85363,-0.522625
-0.901625,-0.434863
-0.940603,-0.342751
-0.970175,-0.247212
-0.990045,-0.149201
-1.00002,-0.0496982
-0.999985,0.0503018
-0.989955,0.149799
-0.970025,0.247798
-0.940395,0.343319
-0.901361,0.435407
-0.853314,0.52314
-0.796733,0.605643
-0.732185,0.682089
-0.660316,0.751714
-0.581843,0.813822
-0.497551,0.867791
-0.408284,0.913083
-0.314935,0.949244
-0.218436,0.975912
-0.119752,0.992822
-0.0198712,0.999803
0.0802085,0.996786
0.179486,0.983801
0.276969,0.960979
0.371682,0.928546
0.462678,0.886828
0.549047,0.836242
0.629926,0.777293
0.704506,0.710572
0.772041,0.636744
0.831855,0.556549
0.883351,0.470789
0.926013,0.380321
0.959415,0.28605
0.983223,0.188918
0.997198,0.0898967
1.0012,-0.0100233
0.995194,-0.109843
0.979233,-0.208564
0.953481,-0.3052
0.918193,-0.398784
0.873724,-0.48838
0.820517,-0.573092
0.759106,-0.652073
0.690103,-0.724533
0.614199,-0.789748
0.532153,-0.847066
0.444786,-0.895913
0.352971,-0.935801
0.257626,-0.966331
0.159704,-0.987197
0.0601862,-0.998192
-0.0399339,-0.999204
-0.139655,-0.990225
-0.237979,-0.971343
-0.333923,-0.942748
-0.426529,-0.904726
-0.514868,-0.857656
-0.59806,-0.802009
-0.67527,-0.738343
-0.745728,-0.667293
-0.808729,-0.58957
-0.863642,-0.505951
-0.909919,-0.417273
-0.947097,-0.324423
-0.974804,-0.228328
-0.992762,-0.129949
-1.00079,-0.0302714
-0.998817,0.0697091
-0.986852,0.168992
-0.965018,0.266586
-0.933534,0.361514
-0.892715,0.452826
-0.842969,0.53961
-0.784793,0.620998
-0.71877,0.696177
-0.645558,0.764393
-0.565891,0.824965
-0.480565,0.877288
-0.390433,0.920838
-0.296397,0.95518
-0.199397,0.979969
-0.100403,0.994959
-0.000405491,1
0.0995965,0.99504
0.198603,0.98013
0.295623,0.955419
0.389686,0.921154
0.479853,0.877677
0.565222,0.825423
0.644938,0.764915
0.718205,0.696758
0.78429,0.621633
0.842531,0.540292
0.892348,0.453548
0.933241,0.362269
0.964802,0.267367
0.986714,0.169791
0.99876,0.070517
1.00082,-0.0294618
0.992867,-0.129146
0.974988,-0.227539
0.94736,-0.323656
0.910257,-0.416537
0.864052,-0.505253
0.809207,-0.588916
0.746269,-0.666689
0.675869,-0.737796
0.59871,-0.801525
0.515564,-0.857239
0.427262,-0.90438
0.334688,-0.942478
0.238767,-0.97115
0.140458,-0.990112
0.0407442,-0.999172
-0.0593767,-0.99824
-0.158904,-0.987326
-0.256842,-0.966539
-0.352212,-0.936086
-0.444059,-0.896273
-0.531466,-0.847496
-0.613558,-0.790245
-0.689515,-0.725091
-0.758577,-0.652687
-0.820052,-0.573755
-0.873328,-0.489086
-0.91787,-0.399527
-0.953233,-0.305971
-0.979064,-0.209357
-0.995104,-0.110648
-1.00119,-0.0108332
-0.997271,0.08909
-0.983376,0.188122
-0.959646,0.285273
-0.926321,0.379572
-0.883732,0.470074
-0.832306,0.555876
-0.772557,0.63612
-0.705082,0.710001
-0.630557,0.776783
-0.549725,0.835797
-0.463397,0.886454
-0.372435,0.928245
-0.277748,0.960754
-0.180284,0.983656
-0.0810168,0.996721
0.0190604,0.999819
0.118947,0.992918
0.217644,0.976089
0.314165,0.949498
0.407544,0.913413
0.496847,0.868193
0.581182,0.814292
0.659706,0.752248
0.731632,0.682681
0.796242,0.606287
0.852889,0.52383
0.901008,0.436136
0.940116,0.344079
0.969824,0.248582
0.989833,0.1506
0.999944,0.0511107
1.00006,-0.0488893
0.990166,-0.1484
0.970375,-0.246427
0.94088,-0.34199
0.901977,-0.434133
0.854054,-0.521935
0.79759,-0.604517
0.73315,-0.681054
0.661379,-0.75078
0.582994,-0.812999
0.49878,-0.867088
0.409577,-0.912505
0.316278,-0.948798
0.219817,-0.975603
0.121158,-0.992652
0.0212869,-0.999774
-0.0787969,-0.996898
-0.178093,-0.984054
-0.275608,-0.961369
-0.370367,-0.92907
-0.461422,-0.887481
-0.547863,-0.837017
-0.628825,-0.778182
-0.703499,-0.711566
-0.771138,-0.637834
-0.831066,-0.557724
-0.882683,-0.472036
-0.925473,-0.381629
-0.959009,-0.287405
-0.982954,-0.190306
-0.99707,-0.0913051
-1.00122,0.00860912
-0.995348,0.108437
-0.979528,0.207181
-0.953912,0.303853
-0.918757,0.397487
-0.874415,0.487145
-0.821328,0.571932
-0.760028,0.651
-0.691128,0.723558
-0.615317,0.78888
-0.533352,0.846314
-0.446054,0.895284
-0.354295,0.935301
-0.258994,0.965966
-0.161102,0.986971
-0.0615996,0.998106
0.038519,0.99926
0.138252,0.990421
0.236603,0.971678
0.332588,0.943219
0.425247,0.905327
0.513653,0.858382
0.596923,0.802853
0.674224,0.739296
0.744783,0.668345
0.807893,0.590712
0.862925,0.507171
0.909327,0.418558
0.946637,0.32576
0.974479,0.229704
0.992577,0.131351
1.00075,0.031685
0.998914,-0.0682982
0.98709,-0.167598
0.965395,-0.265223
0.934045,-0.360195
0.893356,-0.451565
0.843733,-0.538419
0.785672,-0.619889
0.719755,-0.695161
0.64664,-0.76348
0.567059,-0.824165
0.481807,-0.876609
0.391737,-0.920286
0.29775,-0.95476
0.200785,-0.979687
0.101812,-0.994817
0.00182149,-0.999998
-0.0981875,-0.99518
-0.197215,-0.98041
-0.294269,-0.955836
-0.388382,-0.921703
-0.47861,-0.878354
-0.564052,-0.82622
-0.643854,-0.765825
-0.717217,-0.697772
-0.783408,-0.62274
-0.841765,-0.541482
-0.891705,-0.454808
-0.932727,-0.363586
-0.964422,-0.268729
-0.986473,-0.171184
-0.998659,-0.0719277
-1.00086,0.0280482
-0.993049,0.127744
-0.97531,0.226162
-0.947817,0.322318
-0.910846,0.415251
-0.864767,0.504032
-0.81004,0.587772
-0.747212,0.665635
-0.676913,0.736841
-0.599844,0.800679
-0.516777,0.85651
-0.428542,0.903776
-0.336022,0.942004
-0.240141,0.970812
-0.14186,0.989912
-0.042159,0.999113
0.0579631,0.998323
0.157506,0.98755
0.255473,0.966901
0.350886,0.936583
0.44279,0.896899
0.530265,0.848246
0.612439,0.791111
0.688488,0.726065
0.757652,0.653758
0.819239,0.574913
0.872634,0.490319
0.917303,0.400823
0.952799,0.307317
0.978767,0.210739
0.994947,0.112054
1.00118,0.0122473
0.997396,-0.0876813
0.983641,-0.186733
0.960049,-0.283918
0.926857,-0.378263
0.884397,-0.468826
0.833092,-0.5547
0.773457,-0.635028
0.706087,-0.709005
0.631656,-0.775892
0.550908,-0.83502
0.464652,-0.885798
0.373749,-0.927718
0.279108,-0.960361
0.181677,-0.9834
0.0824281,-0.996606
-0.0176446,-0.999845
-0.117541,-0.993085
-0.216262,-0.976395
-0.31282,-0.949941
-0.40625,-0.913988
-0.495617,-0.868894
-0.580029,-0.815112
-0.65864,-0.753179
-0.730665,-0.683713
-0.795383,-0.607411
-0.852147,-0.525035
-0.900389,-0.437408
-0.939628,-0.345407
-0.969471,-0.249952
-0.989619,-0.151997
-0.99987,-0.052523
-1.00012,0.0474767
-0.990375,0.147002
-0.970723,0.245056
-0.941364,0.340661
-0.902591,0.432859
-0.854792,0.520728
-0.798445,0.60339
-0.734114,0.680018
-0.662442,0.749845
-0.584145,0.812175
-0.500007,0.866382
-0.410869,0.911926
-0.317622,0.948351
-0.221198,0.975292
-0.122563,0.99248
-0.0227025,0.999743
0.0773853,0.997009
0.176699,0.984305
0.274246,0.961757
0.369051,0.929592
0.460165,0.888132
0.546677,0.83779
0.627723,0.77907
0.702491,0.712559
0.770234,0.638923
0.830275,0.558897
0.882014,0.473283
0.924932,0.382935
0.958601,0.288759
0.982684,0.191695
0.99694,0.0927134
1.00123,-0.00719493
0.995501,-0.107031
0.97982,-0.205797
0.954341,-0.302505
0.919319,-0.396188
0.875104,-0.48591
0.822137,-0.570772
0.760949,-0.649926
0.692152,-0.722581
0.616433,-0.78801
0.53455,-0.845559
0.447321,-0.894653
0.355619,-0.9348
0.260361,-0.965599
0.1625,-0.986742
0.0630128,-0.998018
-0.037104,-0.999313
-0.13685,-0.990615
-0.235227,-0.972012
-0.331252,-0.943688
-0.423965,-0.905927
-0.512437,-0.859107
-0.595786,-0.803696
-0.673177,-0.740247
-0.743835,-0.669397
-0.807056,-0.591852
-0.862206,-0.508389
-0.908734,-0.419842
-0.946174,-0.327097
-0.974153,-0.23108
-0.99239,-0.132753
-1.0007,-0.0330985
-0.99901,0.0668872
-0.987326,0.166204
-0.965769,0.263859
-0.934555,0.358875
-0.893994,0.450302
-0.844494,0.537227
-0.786549,0.618779
-0.720738,0.694143
-0.64772,0.762566
-0.568225,0.823364
-0.483048,0.875927
-0.39304,0.919732
-0.299101,0.954339
-0.202172,0.979402
-0.103221,0.994672
-0.00323749,0.999995
0.0967782,0.995318
0.195826,0.980688
0.292916,0.95625
0.387076,0.922251
0.477366,0.879029
0.562882,0.827016
0.642769,0.766734
0.716229,0.698784
0.782526,0.623846
0.840998,0.54267
0.89106,0.456067
0.932211,0.364904
0.964041,0.270091
0.98623,0.172577
0.998556,0.0733382
1.0009,-0.0266345
0.993229,-0.126341
0.975629,-0.224784
0.948272,-0.320979
0.911433,-0.413964
0.86548,-0.50281
0.810871,-0.586627
0.748154,-0.664579
0.677956,-0.735884
0.600977,-0.799831
0.517989,-0.855779
0.429822,-0.90317
0.337356,-0.941528
0.241516,-0.970472
0.143261,-0.989711
0.0435737,-0.999053
-0.0565494,-0.998404
-0.156107,-0.987771
-0.254104,-0.96726
-0.349559,-0.937077
-0.441519,-0.897523
-0.529064,-0.848994
-0.611318,-0.791975
-0.687459,-0.727036
-0.756725,-0.654827
-0.818424,-0.57607
-0.871939,-0.491551
-0.916735,-0.402118
-0.952363,-0.308663
-0.978467,-0.212121
-0.994787,-0.113459
-1.00116,-0.0136615
-0.997519,0.0862724
-0.983904,0.185344
-0.960451,0.282561
-0.927392,0.376954
-0.88506,0.467576
-0.833877,0.553523
-0.774355,0.633935
-0.70709,0.708007
-0.632754,0.774999
-0.55209,0.834241
-0.465906,0.885141
-0.375062,0.927189
-0.280468,0.959966
-0.183069,0.983143
-0.0838392,0.996488
0.0162288,0.999869
0.116135,0.99325
0.214879,0.9767
0.311474,0.950382
0.404955,0.914561
0.494387,0.869594
0.578874,0.815931
0.657573,0.754108
0.729696,0.684745
0.794522,0.608534
0.851402,0.526238
0.899769,0.438679
0.939138,0.346734
0.969116,0.251321
0.989402,0.153395
0.999795,0.0539352
1.00019,-0.046064
0.990582,-0.145603
0.971069,-0.243685
0.941845,-0.339331
0.903203,-0.431583
0.855528,-0.51952
0.799299,-0.602261
0.735076,-0.67898
0.663503,-0.748909
0.585294,-0.811349
0.501233,-0.865675
0.412159,-0.911345
0.318964,-0.947901
0.222579,-0.974978
0.123969,-0.992306
0.0241182,-0.99971
-0.0759734,-0.997117
-0.175305,-0.984553
-0.272884,-0.962144
-0.367734,-0.930113
-0.458907,-0.888781
-0.54549,-0.838561
-0.626619,-0.779955
-0.701481,-0.71355
-0.769329,-0.64001
-0.829483,-0.560069
-0.881343,-0.474528
-0.924389,-0.384241
-0.958191,-0.290112
-0.982411,-0.193082
-0.996808,-0.0941214
-1.00124,0.00578073
-0.995651,0.105625
-0.980111,0.204413
-0.954769,0.301157
-0.919879,0.39489
-0.875791,0.484673
-0.822945,0.56961
-0.761869,0.64885
-0.693174,0.721603
-0.617548,0.787139
-0.535747,0.844804
-0.448588,0.89402
-0.356943,0.934297
-0.261728,0.96523
-0.163897,0.986512
-0.064426,0.997928
0.0356889,0.999365
0.135447,0.990808
0.23385,0.972343
0.329916,0.944155
0.422681,0.906525
0.51122,0.85983
0.594647,0.804536
0.672128,0.741197
0.742887,0.670447
0.806217,0.592992
0.861485,0.509606
0.908138,0.421125
0.94571,0.328433
0.973825,0.232456
0.992201,0.134155
1.00066,0.0345119
0.999104,-0.0654761
0.987561,-0.164809
0.966142,-0.262494
0.935062,-0.357555
0.894631,-0.449039
0.845254,-0.536034
0.787424,-0.617667
0.72172,-0.693125
0.648799,-0.761651
0.56939,-0.82256
0.484287,-0.875244
0.394342,-0.919175
0.300452,-0.953915
0.203558,-0.979116
0.104629,-0.994525
0.00465348,-0.999989
-0.0953687,-0.995453
-0.194437,-0.980963
-0.291561,-0.956663
-0.38577,-0.922797
-0.476121,-0.879702
-0.56171,-0.827811
-0.641683,-0.767641
-0.715238,-0.699795
-0.781642,-0.624951
-0.840229,-0.543857
-0.890413,-0.457325
-0.931694,-0.36622
-0.963657,-0.271452
-0.985984,-0.17397
-0.998451,-0.0747485
-1.00093,0.0252207
-0.993407,0.124938
-0.975946,0.223405
-0.948726,0.319639
-0.912018,0.412676
-0.866191,0.501587
-0.811701,0.585481
-0.749094,0.663521
-0.678997,0.734926
-0.602109,0.798981
-0.519201,0.855047
-0.4311,0.902562
-0.338688,0.941051
-0.24289,0.97013
-0.144662,0.989508
-0.0449883,0.99899
0.0551356,0.998483
0.154708,0.98799
0.252734,0.967618
0.348232,0.93757
0.440248,0.898146
0.527861,0.849741
0.610196,0.792838
0.686429,0.728007
0.755797,0.655895
0.817608,0.577225
0.871242,0.492783
0.916164,0.403412
0.951925,0.310008
0.978166,0.213503
0.994625,0.114864
1.00114,0.0150755
0.99764,-0.0848634
0.984166,-0.183954
0.96085,-0.281204
0.927925,-0.375643
0.885721,-0.466326
0.83466,-0.552345
0.775252,-0.63284
0.708092,-0.707007
0.633851,-0.774104
0.553271,-0.833461
0.467159,-0.884482
0.376375,-0.926659
0.281827,-0.959569
0.184461,-0.982883
0.0852502,-0.996369
-0.014813,-0.999891
-0.114728,-0.993414
-0.213496,-0.977002
-0.310128,-0.950821
-0.40366,-0.915132
-0.493155,-0.870291
-0.577718,-0.816747
-0.656504,-0.755036
-0.728725,-0.685775
-0.793659,-0.609656
-0.850656,-0.52744
-0.899147,-0.43995
-0.938646,-0.34806
-0.968759,-0.25269
-0.989184,-0.154792
-0.999718,-0.0553474
-1.00025,0.0446512
-0.990787,0.144203
-0.971413,0.242313
-0.942325,0.338
-0.903813,0.430307
-0.856263,0.518311
-0.800151,0.601132
-0.736037,0.677941
-0.664563,0.747971
-0.586443,0.810521
-0.502458,0.864966
-0.41345,0.910762
-0.320306,0.947449
-0.22396,0.974663
-0.125374,0.992129
-0.0255337,0.999675
0.0745614,0.997223
0.173911,0.9848
0.271521,0.962528
0.366417,0.930631
0.457648,0.889428
0.544302,0.839331
0.625514,0.78084
0.70047,0.714541
0.768422,0.641096
0.828689,0.56124
0.88067,0.475772
0.923844,0.385547
0.957779,0.291466
0.982137,0.19447
0.996673,0.0955293
1.00124,-0.00436652
0.9958,-0.104219
0.980399,-0.203029
0.955194,-0.299808
0.920437,-0.39359
0.876476,-0.483436
0.82375,-0.568447
0.762787,-0.647774
0.694196,-0.720623
0.618662,-0.786266
0.536942,-0.844046
0.449853,-0.893386
0.358265,-0.933792
0.263095,-0.96486
0.165293,-0.986279
0.065839,-0.997836
-0.0342738,-0.999414
-0.134044,-0.990998
-0.232473,-0.972672
-0.328578,-0.94462
-0.421397,-0.907121
-0.510002,-0.860551
-0.593508,-0.805375
-0.671078,-0.742146
-0.741937,-0.671495
-0.805377,-0.59413
-0.860763,-0.510823
-0.907541,-0.422408
-0.945244,-0.329768
-0.973495,-0.233831
-0.99201,-0.135556
-1.00061,-0.0359253
-0.999196,0.0640648
-0.987793,0.163414
-0.966513,0.26113
-0.935567,0.356234
-0.895266,0.447775
-0.846012,0.534839
-0.788298,0.616555
-0.722701,0.692105
-0.649877,0.760733
-0.570555,0.821755
-0.485526,0.874559
-0.395643,0.918618
-0.301803,0.95349
-0.204945,0.978827
-0.106037,0.994376
-0.00606946,0.999982
0.093959,0.995587
0.193048,0.981237
0.290206,0.957074
0.384463,0.923341
0.474875,0.880374
0.560538,0.828603
0.640595,0.768547
0.714247,0.700804
0.780756,0.626054
0.839458,0.545044
0.889765,0.458582
0.931174,0.367536
0.963272,0.272813
0.985737,0.175363
0.998344,0.0761587
1.00097,-0.0238069
0.993583,-0.123535
0.976262,-0.222027
0.949178,-0.318299
0.912602,-0.411388
0.8669,-0.500363
0.812529,-0.584334
0.750033,-0.662462
0.680037,-0.733966
0.60324,-0.79813
0.520411,-0.854312
0.432378,-0.901952
0.340021,-0.940572
0.244263,-0.969786
0.146063,-0.989302
0.0464029,-0.998926
-0.0537217,-0.99856
-0.153309,-0.988208
-0.251363,-0.967974
-0.346904,-0.938061
-0.438976,-0.898767
-0.526657,-0.850485
-0.609073,-0.793699
-0.685397,-0.728975
-0.754868,-0.656962
-0.81679,-0.578379
-0.870544,-0.494013
-0.915592,-0.404706
-0.951485,-0.311352
-0.977863,-0.214885
-0.994462,-0.116268
-1.00112,-0.0164896
-0.99776,0.0834542
-0.984425,0.182563
-0.961247,0.279847
-0.928456,0.374332
-0.88638,0.465074
-0.835441,0.551165
-0.776147,0.631745
-0.709092,0.706007
-0.634946,0.773208
-0.554451,0.832678
-0.46841,0.883821
-0.377686,0.926126
-0.283185,0.95917
-0.185852,0.982622
-0.0866609,0.996247
0.0133971,0.99991
0.113321,0.993575
0.212112,0.977303
0.308782,0.951258
0.402364,0.915701
0.491922,0.870987
0.576561,0.817563
0.655434,0.755963
0.727754,0.686803
0.792795,0.610776
0.849909,0.528641
0.898523,0.441219
0.938153,0.349385
0.9684,0.254058
0.988964,0.156189
0.999638,0.0567594
1.00032,-0.0432384
0.990991,-0.142804
0.971755,-0.240941
0.942802,-0.336669
0.904421,-0.42903
0.856996,-0.517101
0.801001,-0.600001
0.736996,-0.676901
0.665621,-0.747032
0.58759,-0.809692
0.503683,-0.864256
0.414739,-0.910177
0.321647,-0.946996
0.22534,-0.974345
0.126778,-0.991951
0.0269492,-0.999638
-0.0731493,-0.997328
-0.172516,-0.985044
-0.270158,-0.962911
-0.365098,-0.931148
-0.456388,-0.890074
-0.543113,-0.840099
-0.624407,-0.781722
-0.699458,-0.715529
-0.767513,-0.642181
-0.827894,-0.56241
-0.879995,-0.477016
-0.923297,-0.386851
-0.957366,-0.292818
-0.981861,-0.195857
-0.996537,-0.0969369
-1.00125,0.0029523
-0.995947,0.102812
-0.980686,0.201644
-0.955618,0.298459
-0.920994,0.392289
-0.87716,0.482197
-0.824554,0.567283
-0.763703,0.646696
-0.695215,0.719642
-0.619775,0.785391
-0.538137,0.843287
-0.451118,0.892749
-0.359587,0.933285
-0.264461,0.964487
-0.16669,0.986045
-0.0672518,0.997742
0.0328586,0.999461
0.13264,0.991186
0.231096,0.973
0.32724,0.945083
0.420112,0.907715
0.508783,0.86127
0.592367,0.806213
0.670026,0.743093
0.740985,0.672543
0.804534,0.595267
0.860038,0.512038
0.906942,0.423689
0.944776,0.331103
0.973163,0.235206
0.991818,0.136957
1.00055,0.0373385
0.999285,-0.0626534
0.988023,-0.162019
0.966881,-0.259764
0.936071,-0.354912
0.895899,-0.44651
0.846769,-0.533644
0.78917,-0.615441
0.72368,-0.691083
0.650954,-0.759815
0.571718,-0.820948
0.486764,-0.873872
0.396943,-0.918058
0.303153,-0.953063
0.206331,-0.978537
0.107445,-0.994226
0.00748543,-0.999972
-0.0925492,-0.995719
-0.191658,-0.981508
-0.288851,-0.957483
-0.383155,-0.923883
-0.473627,-0.881044
-0.559364,-0.829394
-0.639506,-0.769451
-0.713254,-0.701813
-0.779869,-0.627156
-0.838685,-0.546229
-0.889115,-0.459839
-0.930653,-0.36885
-0.962885,-0.274174
-0.985488,-0.176755
-0.998236,-0.0775688
-1.001,0.0223931
-0.993757,0.122131
-0.976575,0.220648
-0.949627,0.316958
-0.913184,0.410098
-0.867608,0.499138
-0.813356,0.583186
-0.750971,0.661402
-0.681075,0.733005
-0.60437,0.797277
-0.52162,0.853576
-0.433654,0.90134
-0.341352,0.94009
-0.245636,0.96944
-0.147464,0.989095
-0.0478173,0.998859
0.0523077,0.998634
0.15191,0.988424
0.249992,0.968328
0.345575,0.93855
0.437702,0.899386
0.525453,0.851228
0.607948,0.794558
0.684364,0.729943
0.753937,0.658028
0.81597,0.579532
0.869843,0.495242
0.915018,0.405999
0.951043,0.312696
0.977557,0.216266
0.994296,0.117673
1.00109,0.0179036
0.997877,-0.0820448
0.984683,-0.181173
0.961642,-0.278489
0.928985,-0.37302
0.887038,-0.463822
0.836221,-0.549985
0.777041,-0.630648
0.710091,-0.705004
0.63604,-0.772311
0.555629,-0.831894
0.469662,-0.883159
0.378997,-0.925592
0.284543,-0.958769
0.187244,-0.982358
0.0880715,-0.996124
-0.0119812,-0.999928
-0.111914,-0.993734
-0.210728,-0.977602
-0.307434,-0.951693
-0.401067,-0.916268
-0.490688,-0.871681
-0.575403,-0.818376
-0.654363,-0.756888
-0.72678,-0.687831
-0.791929,-0.611895
-0.849159,-0.529841
-0.897898,-0.442488
-0.937657,-0.35071
-0.96804,-0.255425
-0.988742,-0.157586
-0.999557,-0.0581713
-1.00038,0.0418254
-0.991192,0.141404
-0.972095,0.239568
-0.943278,0.335337
-0.905028,0.427752
-0.857728,0.51589
-0.80185,0.598869
-0.737954,0.675859
-0.666678,0.746091
-0.588736,0.808861
-0.504906,0.863543
-0.416027,0.90959
-0.322988,0.946541
-0.226719,0.974026
-0.128183,0.991771
-0.0283647,0.999599
